Tickers;Long Company Name;Last Sale Price;Common Dividends Paid;Repurchase of Common Stock;Net Income to Company;Total Assets;Total Debt;Cash And Equivalents;LTM EBITDA;Market Capitalization;Total Enterprise Value;Shares Outstanding;Total Equity;Paid Dividend;Repurchase of Stock ;Dividend Yield (%);Payout Dividendos;Payout Recompra;MB;CASH;ROA;Net Debt;DEBT;Year
BOVESPA:MNPR3;Minupar Participações S.A. (BOVESPA:MNPR3);2,85;0,00;0,00;-25,36;172,00;30,40;0,20;17,60;20,20;53,00;7,10;-292,96;0,00;0,00;0,00;0,00;0,00;-0,07;0,00;-0,15;30,00;0,18;2017,00
BOVESPA:CAML3;Camil Alimentos S.A. (BOVESPA:CAML3);7,83;-156,70;0,00;201,53;3831,00;1657,30;139,70;546,30;3210,70;4460,00;410,10;1360,72;1,00;0,00;0,05;0,78;0,00;2,36;0,04;0,05;1518,00;0,43;2017,00
BOVESPA:MDIA3;M. Dias Branco S.A. Indústria e Comércio de Alimentos (BOVESPA:MDIA3);52,10;-176,30;0,00;844,18;6090,00;341,70;925,90;966,80;17661,90;17012,10;339,00;4991,91;1,00;0,00;0,01;0,21;0,00;3,54;0,15;0,14;-584,00;0,06;2017,00
BOVESPA:ABEV3;Ambev S.A. (BOVESPA:ABEV3);21,28;-8819,80;-38,60;7850,50;86852,00;2554,80;10354,50;19853,80;334288,60;331043,20;15709,00;47982,86;1,00;1,00;0,03;1,12;0,00;6,97;0,12;0,09;-7800,00;0,03;2017,00
BOVESPA:NTCO3;Natura &Co Holding S.A. (BOVESPA:NTCO3);16,07;-109,40;0,00;670,25;14957,00;9331,90;1693,10;1774,90;6930,00;14568,80;431,20;1634,75;1,00;0,00;0,02;0,16;0,00;4,24;0,11;0,05;7639,00;0,62;2017,00
BOVESPA:BOBR4;Bombril S.A. (BOVESPA:BOBR4);4,94;0,00;0,00;126,82;685,00;245,40;16,80;155,70;168,30;370,00;54,10;-146,63;0,00;0,00;0,00;0,00;0,00;-1,15;0,02;0,19;229,00;0,36;2017,00
BOVESPA:CRFB3;Atacadão S.A. (BOVESPA:CRFB3);15,25;-205,00;0,00;1713,00;33878,00;2477,00;4804,00;3448,00;30209,60;32300,60;1981,00;13140,00;1,00;0,00;0,01;0,12;0,00;2,30;0,14;0,05;-2327,00;0,07;2017,00
BOVESPA:PCAR3;Companhia Brasileira de Distribuição (BOVESPA:PCAR3);84,99;0,00;0,00;580,00;47707,00;4704,00;3792,00;2851,00;21626,80;28025,80;266,30;13041,00;0,00;0,00;0,00;0,00;0,00;1,66;0,08;0,01;912,00;0,10;2017,00
BOVESPA:CALI3;Construtora Adolpho Lindenberg S.A. (BOVESPA:CALI3);25,20;-1,00;0,00;4,61;48,00;0,00;4,30;-4,90;139,70;139,50;1,90;24,22;1,00;0,00;0,01;0,22;0,00;5,77;0,09;0,10;-4,00;0,00;2017,00
BOVESPA:CRDE3;CR2 Empreendimentos Imobiliários S.A. (BOVESPA:CRDE3);29,60;-0,30;-0,20;-4,73;222,00;0,10;0,30;-7,60;71,70;64,90;2,40;197,79;1,00;1,00;0,00;0,00;-0,04;0,36;0,00;-0,02;0,00;0,00;2017,00
BOVESPA:CYRE3;Cyrela Brazil Realty S.A. Empreendimentos e Participações (BOVESPA:CYRE3);13,22;-35,90;0,00;-10,54;10402,00;2574,00;195,60;-55,10;5058,70;7100,80;382,70;6365,50;1,00;0,00;0,01;0,00;0,00;0,79;0,02;0,00;2378,00;0,25;2017,00
BOVESPA:DIRR3;Direcional Engenharia S.A. (BOVESPA:DIRR3);5,65;0,00;0,00;-137,44;4142,00;894,00;413,00;-107,50;827,40;1358,90;146,40;1604,32;1,00;0,00;0,00;0,00;0,00;0,52;0,10;-0,03;481,00;0,22;2017,00
BOVESPA:EVEN3;Even Construtora e Incorporadora S.A. (BOVESPA:EVEN3);5,74;0,00;0,00;-298,78;4743,00;1678,60;358,90;-99,50;1265,40;2718,30;220,40;1986,93;0,00;0,00;0,00;0,00;0,00;0,64;0,08;-0,06;1320,00;0,35;2017,00
BOVESPA:EZTC3;EZTEC Empreendimentos e Participações S.A. (BOVESPA:EZTC3);17,86;-620,80;0,00;361,47;3104,00;254,30;70,80;269,90;3572,30;3380,80;200,00;2564,40;1,00;0,00;0,17;1,72;0,00;1,39;0,02;0,12;183,00;0,08;2017,00
BOVESPA:GFSA3;Gafisa S.A. (BOVESPA:GFSA3);184,14;0,00;0,00;-760,52;2876,00;1189,30;28,50;-153,30;553,80;1745,50;3,00;715,07;0,00;0,00;0,00;0,00;0,00;0,77;0,01;-0,26;1161,00;0,41;2017,00
BOVESPA:HBOR3;Helbor Empreendimentos S.A. (BOVESPA:HBOR3);9,80;0,00;0,00;-309,12;4968,00;2051,00;151,40;-212,20;886,20;3297,80;90,40;1795,32;0,00;0,00;0,00;0,00;0,00;0,49;0,03;-0,06;1900,00;0,41;2017,00
BOVESPA:JHSF3;JHSF Participações S.A. (BOVESPA:JHSF3);1,75;0,00;0,00;-27,27;4466,00;1516,50;9,10;47,90;919,70;2342,40;525,50;2147,78;0,00;0,00;0,00;0,00;0,00;0,43;0,00;-0,01;1507,00;0,34;2017,00
BOVESPA:JFEN3;João Fortes Engenharia S.A. (BOVESPA:JFEN3);6,70;0,00;0,00;-470,55;2178,00;972,20;31,20;-368,70;360,80;1450,90;53,90;510,04;0,00;0,00;0,00;0,00;0,00;0,71;0,01;-0,22;941,00;0,45;2017,00
BOVESPA:MRVE3;MRV Engenharia e Participações S.A. (BOVESPA:MRVE3);15,04;-132,30;-1,10;700,02;14559,00;3472,30;713,10;748,70;6644,30;7270,10;441,80;5797,12;1,00;1,00;0,02;0,19;0,00;1,15;0,05;0,05;2759,00;0,24;2017,00
BOVESPA:PDGR3;PDG Realty S.A. Empreendimentos e Participações (BOVESPA:PDGR3);22,70;0,00;0,00;160,56;2969,00;2663,70;144,80;-1709,40;111,70;5704,80;4,90;-3228,36;0,00;0,00;0,00;0,00;0,00;-0,03;0,05;0,05;2519,00;0,90;2017,00
BOVESPA:RDNI3;RNI Negócios Imobiliários S.A. (BOVESPA:RDNI3);6,15;0,00;0,00;-93,67;1160,00;328,70;98,10;-81,50;259,50;545,60;42,20;650,03;0,00;0,00;0,00;0,00;0,00;0,40;0,08;-0,08;231,00;0,28;2017,00
BOVESPA:RSID3;Rossi Residencial S.A. (BOVESPA:RSID3);7,19;0,00;0,00;-350,75;3840,00;1754,80;29,60;-266,20;120,30;2170,90;16,70;369,95;0,00;0,00;0,00;0,00;0,00;0,33;0,01;-0,09;1725,00;0,46;2017,00
BOVESPA:TCSA3;Tecnisa S.A. (BOVESPA:TCSA3);20,60;0,00;0,00;-531,59;2319,00;699,80;10,30;-445,50;682,30;1386,30;33,10;1065,59;0,00;0,00;0,00;0,00;0,00;0,64;0,00;-0,23;690,00;0,30;2017,00
BOVESPA:TEND3;Construtora Tenda S.A. (BOVESPA:TEND3);10,00;0,00;0,00;104,64;2135,00;286,00;39,40;199,30;1080,70;1098,70;108,10;1163,74;0,00;0,00;0,00;0,00;0,00;0,93;0,02;0,05;247,00;0,13;2017,00
BOVESPA:TRIS3;Trisul S.A. (BOVESPA:TRIS3);2,05;-9,50;0,00;35,45;939,00;223,90;89,70;57,10;298,70;471,40;146,10;547,87;1,00;0,00;0,03;0,27;0,00;0,55;0,10;0,04;134,00;0,24;2017,00
BOVESPA:VIVR3;Viver Incorporadora e Construtora S.A. (BOVESPA:VIVR3);18,00;0,00;0,00;-119,21;821,00;605,70;15,50;-39,30;7,70;1111,50;0,40;-65,96;0,00;0,00;0,00;0,00;0,00;-0,12;0,02;-0,15;590,00;0,74;2017,00
BOVESPA:CTNM4;Companhia de Tecidos Norte de Minas (BOVESPA:CTNM4);6,24;-0,10;0,00;39,45;3539,00;1476,20;172,00;194,20;187,80;2039,00;30,60;1482,00;1,00;0,00;0,00;0,00;0,00;0,13;0,05;0,01;1304,00;0,42;2017,00
BOVESPA:DOHL4;Döhler S.A. (BOVESPA:DOHL4);4,64;-0,10;0,00;34,17;673,00;13,50;68,70;43,90;425,10;361,20;75,60;534,01;1,00;0,00;0,00;0,00;0,00;0,80;0,10;0,05;-55,00;0,02;2017,00
BOVESPA:CTKA4;Karsten S.A. (BOVESPA:CTKA4);2,79;0,00;0,00;-0,53;323,00;400,30;1,70;31,50;23,00;377,10;6,20;-208,19;0,00;0,00;0,00;0,00;0,00;-0,11;0,01;0,00;399,00;1,24;2017,00
BOVESPA:PTNT4;Pettenati S.A. Industria Têxtil (BOVESPA:PTNT4);3,50;-6,00;0,00;38,64;423,00;110,20;43,10;76,60;240,10;316,80;48,00;196,09;1,00;0,00;0,02;0,16;0,00;1,22;0,10;0,09;67,00;0,26;2017,00
BOVESPA:SGPS3;Springs Global Participações S.A. (BOVESPA:SGPS3);10,81;0,00;0,00;21,62;2721,00;1075,60;155,40;166,10;540,50;1474,00;50,00;1149,51;0,00;0,00;0,00;0,00;0,00;0,47;0,06;0,01;920,00;0,40;2017,00
BOVESPA:TEKA4;Teka Tecelagem Kuehnrich S.A. (BOVESPA:TEKA4);7,05;0,00;0,00;-115,38;938,00;379,00;0,10;-2,50;4,40;467,00;0,50;-1313,21;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-0,12;379,00;0,40;2017,00
BOVESPA:TXRX4;Têxtil Renauxview S.A. (BOVESPA:TXRX4);2,31;0,00;0,00;96,72;178,00;187,50;0,10;-18,20;12,20;178,10;4,30;-303,50;0,00;0,00;0,00;0,00;0,00;-0,04;0,00;0,54;187,00;1,05;2017,00
BOVESPA:ALPA4;Alpargatas S.A. (BOVESPA:ALPA4);13,96;-149,30;0,00;350,56;3846,00;757,30;629,20;449,00;7981,20;8292,10;578,80;2264,39;1,00;0,00;0,02;0,43;0,00;3,52;0,16;0,09;128,00;0,20;2017,00
BOVESPA:GRND3;Grendene S.A. (BOVESPA:GRND3);9,48;-216,70;-9,80;660,90;3576,00;123,60;30,10;519,60;8555,30;7128,40;902,10;3217,61;1,00;1,00;0,03;0,33;0,01;2,66;0,01;0,19;94,00;0,04;2017,00
BOVESPA:VULC3;Vulcabras S.A. (BOVESPA:VULC3);9,10;-0,80;0,00;188,94;1120,00;103,40;100,50;292,60;2236,40;2813,20;245,80;784,57;1,00;0,00;0,00;0,00;0,00;2,85;0,09;0,17;3,00;0,09;2017,00
BOVESPA:MNDL3;Mundial S.A. - Produtos de Consumo (BOVESPA:MNDL3);22,79;0,00;0,00;-79,16;978,00;145,80;1,00;42,00;56,50;176,70;2,50;-139,21;0,00;0,00;0,00;0,00;0,00;-0,41;0,00;-0,08;145,00;0,15;2017,00
BOVESPA:TECN3;Technos S.A. (BOVESPA:TECN3);3,55;0,00;0,00;-12,08;704,00;92,00;14,80;-2,20;274,40;351,40;77,30;453,79;0,00;0,00;0,00;0,00;0,00;0,60;0,02;-0,02;77,00;0,13;2017,00
BOVESPA:UCAS3;Unicasa Indústria de Móveis S.A. (BOVESPA:UCAS3);2,54;0,00;0,00;-6,36;216,00;0,00;29,50;-4,10;167,90;131,30;66,10;167,87;0,00;0,00;0,00;0,00;0,00;1,00;0,14;-0,03;-29,00;0,00;2017,00
BOVESPA:HETA4;Hércules S.A - Fábrica de Talheres (BOVESPA:HETA4);8,72;0,00;0,00;-52,51;9,00;324,60;0,00;0,00;4,40;319,90;0,50;-387,75;0,00;0,00;0,00;0,00;0,00;-0,01;0,00;-6,11;325,00;37,77;2017,00
BOVESPA:MYPK3;Iochpe-Maxion S.A. (BOVESPA:MYPK3);23,00;-10,40;-4,60;80,21;7922,00;2843,30;543,30;848,30;3211,80;5701,90;139,60;2630,51;1,00;1,00;0,00;0,13;0,06;1,22;0,07;0,01;2300,00;0,36;2017,00
BOVESPA:LEVE3;MAHLE Metal Leve S.A. (BOVESPA:LEVE3);23,87;-75,10;0,00;224,69;2226,00;176,00;169,10;428,50;3062,70;3082,00;128,30;1350,22;1,00;0,00;0,02;0,33;0,00;2,27;0,08;0,10;7,00;0,08;2017,00
BOVESPA:PLAS3;Plascar Participações Industriais S.A. (BOVESPA:PLAS3);5,80;0,00;0,00;-72,03;533,00;371,00;1,10;2,40;28,80;384,40;5,00;-257,32;0,00;0,00;0,00;0,00;0,00;-0,11;0,00;-0,14;370,00;0,70;2017,00
BOVESPA:HOOT4;Hotéis Othon S.A. (BOVESPA:HOOT4);2,69;0,00;0,00;-42,43;540,00;7,80;0,20;-4,70;49,40;41,60;18,40;-131,80;0,00;0,00;0,00;0,00;0,00;-0,37;0,00;-0,08;8,00;0,01;2017,00
BOVESPA:BKBR3;Zamp S.A. (BOVESPA:BKBR3);17,50;0,00;0,00;3,82;2416,00;485,70;102,30;188,80;3889,90;4120,30;222,30;1617,19;0,00;0,00;0,00;0,00;0,00;2,41;0,04;0,00;383,00;0,20;2017,00
BOVESPA:MEAL3;International Meal Company Alimentação S.A. (BOVESPA:MEAL3);8,69;0,00;-8,10;3,67;1512,00;171,20;183,60;109,90;1402,40;1377,10;161,40;1003,97;0,00;1,00;0,00;0,00;2,21;1,40;0,12;0,00;-12,00;0,11;2017,00
BOVESPA:BMKS3;Bicicletas Monark S.A. (BOVESPA:BMKS3);344,90;-15,60;0,00;8,03;202,00;0,00;158,60;-3,40;156,80;-0,50;0,50;182,50;1,00;0,00;0,10;1,94;0,00;0,86;0,79;0,04;-159,00;0,00;2017,00
BOVESPA:ESTR4;Manufatura de Brinquedos Estrela S.A. (BOVESPA:ESTR4);11,10;0,00;0,00;-43,58;225,00;56,40;2,90;-4,90;16,80;63,80;0,80;-436,52;0,00;0,00;0,00;0,00;0,00;-0,04;0,01;-0,19;53,00;0,25;2017,00
BOVESPA:AHEB3;São Paulo Turismo S.A. (BOVESPA:AHEB3);136,00;0,00;0,00;-21,05;285,00;0,00;33,20;-9,10;697,20;690,40;5,20;87,56;0,00;0,00;0,00;0,00;0,00;7,96;0,12;-0,07;-33,00;0,00;2017,00
BOVESPA:SHOW3;T4F Entretenimento S.A. (BOVESPA:SHOW3);7,35;-6,30;-0,30;45,27;697,00;25,70;198,00;75,00;496,10;305,00;67,50;326,79;1,00;1,00;0,01;0,14;0,01;1,52;0,28;0,07;-172,00;0,04;2017,00
BOVESPA:CVCB3;CVC Brasil Operadora e Agência de Viagens S.A. (BOVESPA:CVCB3);48,50;-81,00;0,00;237,43;4962,00;1160,20;332,00;527,70;6867,70;7659,80;141,60;794,69;1,00;0,00;0,01;0,34;0,00;8,64;0,07;0,05;828,00;0,23;2017,00
BOVESPA:ANIM3;Anima Holding S.A. (BOVESPA:ANIM3);9,43;-5,00;-4,30;85,15;1338,00;355,70;33,90;137,90;2257,10;2477,80;239,30;696,44;1,00;1,00;0,00;0,06;0,05;3,24;0,03;0,06;322,00;0,27;2017,00
BOVESPA:BAHI3;Bahema Educação S.A. (BOVESPA:BAHI3);12,60;-0,40;0,00;-4,02;97,00;0,10;37,60;0,60;73,80;40,80;5,90;62,13;1,00;0,00;0,01;0,00;0,00;1,19;0,39;-0,04;-37,00;0,00;2017,00
BOVESPA:COGN3;Cogna Educação S.A. (BOVESPA:COGN3);18,40;-692,40;0,00;1882,32;18220,00;303,90;921,30;2088,60;30182,60;28958,20;1640,40;15207,73;1,00;0,00;0,02;0,37;0,00;1,98;0,05;0,10;-617,00;0,02;2017,00
BOVESPA:SEER3;Ser Educacional S.A. (BOVESPA:SEER3);31,30;-34,20;0,00;197,48;2508,00;559,10;279,30;321,10;4333,00;4490,20;138,40;1508,39;1,00;0,00;0,01;0,17;0,00;2,87;0,11;0,08;280,00;0,22;2017,00
BOVESPA:YDUQ3;Yduqs Participações S.A. (BOVESPA:YDUQ3);32,82;-87,40;0,00;424,59;4021,00;567,30;14,00;777,30;10148,50;10295,40;309,20;2777,26;1,00;0,00;0,01;0,21;0,00;3,65;0,00;0,11;553,00;0,14;2017,00
BOVESPA:RENT3;Localiza Rent a Car S.A. (BOVESPA:RENT3);21,01;0,00;0,00;505,68;11186,00;6495,30;1338,20;1281,30;14563,80;17819,60;693,20;2600,73;0,00;0,00;0,00;0,00;0,00;5,60;0,12;0,05;5157,00;0,58;2017,00
BOVESPA:MOVI3;Movida Participações S.A. (BOVESPA:MOVI3);7,05;-86,00;0,00;66,47;4006,00;1861,00;411,40;353,90;1505,10;2469,60;213,50;1284,84;1,00;0,00;0,06;1,29;0,00;1,17;0,10;0,02;1450,00;0,47;2017,00
BOVESPA:ARZZ3;Arezzo Indústria e Comércio S.A. (BOVESPA:ARZZ3);54,70;-141,80;-1,20;154,47;1050,00;183,00;10,20;206,30;4910,20;4794,90;89,80;664,96;1,00;1,00;0,03;0,92;0,01;7,38;0,01;0,15;173,00;0,17;2017,00
BOVESPA:CGRA4;Grazziotin S.A. (BOVESPA:CGRA4);28,58;-24,80;0,00;61,40;681,00;0,00;8,10;55,90;570,60;446,10;20,40;478,29;1,00;0,00;0,04;0,40;0,00;1,19;0,01;0,09;-8,00;0,00;2017,00
BOVESPA:GUAR3;Guararapes Confecções S.A. (BOVESPA:GUAR3);18,76;0,00;-16,50;570,33;7928,00;1553,30;410,30;1199,40;39625,20;40551,50;499,20;3971,16;0,00;1,00;0,00;0,00;0,03;9,98;0,05;0,07;1143,00;0,20;2017,00
BOVESPA:LLIS3;Restoque Comércio e Confecções de Roupas S.A. (BOVESPA:LLIS3);32,50;0,00;0,00;420,57;3691,00;1026,60;409,70;407,80;1677,00;2407,30;51,60;2146,50;0,00;0,00;0,00;0,00;0,00;0,78;0,11;0,11;617,00;0,28;2017,00
BOVESPA:AMAR3;Marisa Lojas S.A. (BOVESPA:AMAR3);7,25;0,00;0,00;-60,44;2833,00;1004,20;457,50;204,20;1479,60;2358,00;204,10;959,64;0,00;0,00;0,00;0,00;0,00;1,54;0,16;-0,02;547,00;0,36;2017,00
BOVESPA:LREN3;Lojas Renner S.A. (BOVESPA:LREN3);29,33;-253,30;-8,80;732,68;7548,00;1870,80;1059,90;1365,00;25259,50;26169,40;861,20;3223,45;1,00;1,00;0,01;0,35;0,01;7,84;0,14;0,10;811,00;0,25;2017,00
BOVESPA:MGLU3;Magazine Luiza S.A. (BOVESPA:MGLU3);2,51;-32,40;0,00;389,02;7420,00;871,50;412,70;906,30;15160,70;15545,70;6047,70;2073,98;1,00;0,00;0,00;0,08;0,00;7,31;0,06;0,05;459,00;0,12;2017,00
BOVESPA:VIIA3;Via S.A. (BOVESPA:VIIA3);7,93;-31,00;0,00;168,00;19745,00;4636,00;3559,00;1438,00;10544,10;13853,10;1292,00;2773,00;1,00;0,00;0,00;0,18;0,00;3,80;0,18;0,01;1077,00;0,24;2017,00
BOVESPA:AMER3;Americanas S.A. (BOVESPA:AMER3);20,50;0,00;0,00;-411,75;12623,00;6242,00;1469,50;79,50;9301,30;11643,40;453,70;3905,71;0,00;0,00;0,00;0,00;0,00;2,38;0,12;-0,03;4773,00;0,49;2017,00
BOVESPA:SLED4;Saraiva Livreiros S.A. - em Recuperação Judicial (BOVESPA:SLED4);148,40;-4,80;0,00;-52,01;1399,00;317,70;68,90;24,80;120,40;417,50;0,80;422,06;1,00;0,00;0,04;0,00;0,00;0,29;0,05;-0,04;249,00;0,23;2017,00
BOVESPA:BIOM3;Biomm S.A. (BOVESPA:BIOM3);9,50;0,00;0,00;-38,13;262,00;155,00;8,60;-34,70;335,40;433,10;35,30;59,30;0,00;0,00;0,00;0,00;0,00;5,66;0,03;-0,15;146,00;0,59;2017,00
BOVESPA:OFSA3;Ouro Fino Saúde Animal Participações S.A. (BOVESPA:OFSA3);24,00;0,00;0,00;37,90;810,00;323,60;123,40;77,00;1294,80;1499,70;53,90;405,64;0,00;0,00;0,00;0,00;0,00;3,19;0,15;0,05;200,00;0,40;2017,00
BOVESPA:AALR3;Centro de Imagem Diagnósticos S.A. (BOVESPA:AALR3);14,80;0,00;-8,30;14,64;2285,00;599,30;91,60;135,50;1746,70;2248,70;118,00;1270,26;0,00;1,00;0,00;0,00;0,57;1,38;0,04;0,01;508,00;0,26;2017,00
BOVESPA:DASA3;Diagnósticos da América S.A. (BOVESPA:DASA3);27,50;-35,90;0,00;134,46;6246,00;1792,40;511,70;563,40;8577,00;9838,00;311,90;3319,95;1,00;0,00;0,00;0,27;0,00;2,58;0,08;0,02;1281,00;0,29;2017,00
BOVESPA:FLRY3;Fleury S.A. (BOVESPA:FLRY3);29,61;-143,80;0,00;320,62;3527,00;1062,30;337,50;620,20;9336,40;9704,10;315,30;1706,53;1,00;0,00;0,02;0,45;0,00;5,47;0,10;0,09;725,00;0,30;2017,00
BOVESPA:PARD3;Instituto Hermes Pardini S.A. (BOVESPA:PARD3);33,40;-255,90;-2,10;129,67;1144,00;279,40;159,90;233,40;4374,70;4427,40;131,00;537,60;1,00;1,00;0,06;1,97;0,02;8,14;0,14;0,11;120,00;0,24;2017,00
BOVESPA:ODPV3;Odontoprev S.A. (BOVESPA:ODPV3);14,46;-279,40;0,00;502,83;1390,00;0,00;17,70;756,10;8446,90;8433,60;584,00;926,61;1,00;0,00;0,03;0,56;0,00;9,12;0,01;0,36;-18,00;0,00;2017,00
BOVESPA:QUAL3;Qualicorp Consultoria e Corretora de Seguros S.A. (BOVESPA:QUAL3);31,00;-237,30;-5,60;385,82;3531,00;613,80;146,70;836,80;8856,90;8633,50;285,70;2366,90;1,00;1,00;0,03;0,62;0,01;3,74;0,04;0,11;467,00;0,17;2017,00
BOVESPA:BALM4;Baumer S.A. (BOVESPA:BALM4);8,80;-2,30;0,00;0,46;181,00;32,10;4,20;6,60;83,70;111,50;9,80;100,54;1,00;0,00;0,03;5,02;0,00;0,83;0,02;0,00;28,00;0,18;2017,00
BOVESPA:PNVL3;Dimed S.A. Distribuidora de Medicamentos (BOVESPA:PNVL3);13,33;-17,30;-0,50;59,80;950,00;158,40;58,80;115,70;1798,30;1882,50;136,70;426,75;1,00;1,00;0,01;0,29;0,01;4,21;0,06;0,06;100,00;0,17;2017,00
BOVESPA:HYPE3;Hypera S.A. (BOVESPA:HYPE3);36,00;-409,80;-1117,20;964,94;10130,00;676,00;1522,10;1234,00;22756,30;22014,00;632,10;7737,76;1,00;1,00;0,02;0,42;1,16;2,94;0,15;0,10;-846,00;0,07;2017,00
BOVESPA:PFRM3;Profarma Distribuidora de Produtos Farmacêuticos S.A. (BOVESPA:PFRM3);7,45;0,00;0,00;-112,72;2619,00;757,20;193,20;23,30;559,60;1082,80;75,10;745,93;0,00;0,00;0,00;0,00;0,00;0,75;0,07;-0,04;564,00;0,29;2017,00
BOVESPA:RADL3;Raia Drogasil S.A. (BOVESPA:RADL3);18,36;-170,80;0,00;512,65;6464,00;611,00;264,90;1111,20;30267,50;30619,10;1648,60;3250,37;1,00;0,00;0,01;0,33;0,00;9,31;0,04;0,08;346,00;0,10;2017,00
BOVESPA:POSI3;Positivo Tecnologia S.A. (BOVESPA:POSI3);3,11;-2,20;0,00;-47,55;1734,00;531,30;387,80;53,00;267,80;513,50;86,10;506,38;1,00;0,00;0,01;0,00;0,00;0,53;0,22;-0,03;143,00;0,31;2017,00
BOVESPA:PDTC3;Padtec Holding S.A. (BOVESPA:PDTC3);10,39;0,00;0,00;22,91;55,00;0,00;0,30;-13,10;169,80;169,50;16,30;2,40;0,00;0,00;0,00;0,00;0,00;70,70;0,01;0,42;0,00;0,00;2017,00
BOVESPA:SQIA3;Sinqia S.A. (BOVESPA:SQIA3);6,67;0,00;0,00;7,46;158,00;21,90;30,00;16,60;299,10;295,40;44,80;75,61;0,00;0,00;0,00;0,00;0,00;3,96;0,19;0,05;-8,00;0,14;2017,00
BOVESPA:TOTS3;TOTVS S.A. (BOVESPA:TOTS3);9,96;-76,50;0,00;93,26;2494,00;671,70;387,20;234,10;4884,10;5206,00;490,20;1261,58;1,00;0,00;0,02;0,82;0,00;3,87;0,16;0,04;285,00;0,27;2017,00
BOVESPA:OIBR4;Oi S.A. (BOVESPA:OIBR4);3,47;-59,50;-300,40;-6656,16;68639,00;54515,20;6862,70;2224,30;2427,70;46822,70;675,70;-13512,52;1,00;1,00;0,02;0,00;-0,05;-0,18;0,10;-0,10;47653,00;0,79;2017,00
BOVESPA:TELB4;Telecomunicações Brasileiras S.A. - Telebras (BOVESPA:TELB4);21,99;0,00;0,00;-243,82;3425,00;251,50;198,90;-180,80;417,90;447,70;11,80;589,82;0,00;0,00;0,00;0,00;0,00;0,71;0,06;-0,07;53,00;0,07;2017,00
BOVESPA:VIVT3;Telefônica Brasil S.A. (BOVESPA:VIVT3);41,20;-3668,60;0,00;4608,79;101383,00;8482,50;4050,30;14486,00;77879,70;80523,40;1688,70;69461,36;1,00;1,00;0,05;0,80;0,00;1,12;0,04;0,05;4432,00;0,08;2017,00
BOVESPA:TIMS3;TIM S.A. (BOVESPA:TIMS3);13,10;-332,70;-13,10;1234,51;32600,00;6578,10;2960,70;4786,20;31707,70;35819,50;2420,40;18151,18;1,00;1,00;0,01;0,27;0,01;1,75;0,09;0,04;3617,00;0,20;2017,00
BOVESPA:AFLT3;Afluente Transmissão de Energia Elétrica S.A. (BOVESPA:AFLT3);4,97;-13,80;-30,00;12,52;55,00;2,70;18,90;0,00;313,50;302,20;63,10;44,94;1,00;1,00;0,04;1,10;2,40;6,98;0,35;0,23;-16,00;0,05;2017,00
BOVESPA:ALUP3;Alupar Investimento S.A. (BOVESPA:ALUP3);7,98;-435,30;0,00;705,73;11463,00;4763,20;1580,10;1148,90;5406,50;9837,40;677,50;5606,80;1,00;0,00;0,08;0,62;0,00;0,96;0,14;0,06;3183,00;0,42;2017,00
BOVESPA:CBEE3;Ampla Energia e Serviços S.A. (BOVESPA:CBEE3);25,80;0,00;0,00;-102,98;9331,00;3099,20;305,90;651,90;4299,20;7997,60;166,60;3356,97;0,00;0,00;0,00;0,00;0,00;1,28;0,03;-0,01;2793,00;0,33;2017,00
BOVESPA:CEED3;Companhia Estadual de Distribuição de Energia Elétrica (BOVESPA:CEED3);29,99;0,00;0,00;-87,53;3822,00;668,70;138,70;185,20;290,80;1081,20;9,70;-1240,48;0,00;0,00;0,00;0,00;0,00;-0,23;0,04;-0,02;530,00;0,18;2017,00
BOVESPA:EEEL3;Companhia Estadual de Geração e Transmissão de Energia Elétrica - CEEE-GT (BOVESPA:EEEL3);165,00;0,00;0,00;391,73;4726,00;406,00;5,00;336,90;1589,10;1647,60;9,70;2338,61;0,00;0,00;0,00;0,00;0,00;0,68;0,00;0,08;401,00;0,09;2017,00
BOVESPA:CLSC4;Centrais Elétricas de Santa Catarina S.A. (BOVESPA:CLSC4);27,10;-1,20;0,00;66,49;9060,00;482,70;564,60;508,10;1090,30;661,50;38,60;1842,24;1,00;0,00;0,00;0,02;0,00;0,59;0,06;0,01;-82,00;0,05;2017,00
BOVESPA:GPAR3;Companhia CELG de Participações S/A (BOVESPA:GPAR3);13,99;0,00;0,00;124,77;1190,00;1538,60;12,50;95,30;458,50;1792,60;32,80;-1777,58;0,00;0,00;0,00;0,00;0,00;-0,26;0,01;0,11;1526,00;1,29;2017,00
BOVESPA:CEPE5;Companhia Energética de Pernambuco - CELPE (BOVESPA:CEPE5);15,50;-23,30;0,00;56,40;6676,00;3235,40;340,30;530,30;1156,50;3569,70;74,60;1537,36;1,00;0,00;0,02;0,41;0,00;0,75;0,05;0,01;2895,00;0,49;2017,00
BOVESPA:CMIG4;Companhia Energética de Minas Gerais (BOVESPA:CMIG4);4,55;-539,60;0,00;1001,60;42240,00;14397,70;1030,30;3871,80;8450,80;21237,10;1898,90;14330,14;1,00;0,00;0,06;0,54;0,00;0,59;0,02;0,02;13367,00;0,34;2017,00
