Tickers;Long Company Name;Last Sale Price;Common Dividends Paid;Repurchase of Common Stock;Net Income to Company;Total Assets;Total Debt;Cash And Equivalents;LTM EBITDA;Market Capitalization;Total Enterprise Value;Shares Outstanding;Total Equity;Paid Dividend;Repurchase of Stock ;Dividend Yield (%);Payout Dividendos;Payout Recompra;MB;CASH;ROA;Net Debt;DEBT;Year
BOVESPA:HBOR3;Helbor Empreendimentos S.A. (BOVESPA:HBOR3);26,54;-51,90;0,00;213,35;3012,00;815,40;230,00;256,50;1347,50;1904,70;50,80;1094,79;1,00;0,00;0,04;0,24;0,00;1,23;0,08;0,07;585,00;0,27;2011,00
BOVESPA:JHSF3;JHSF Participações S.A. (BOVESPA:JHSF3);5,48;-100,00;0,00;220,77;2545,00;1030,30;561,10;268,90;2348,80;2849,10;428,60;1168,02;1,00;0,00;0,04;0,45;0,00;2,01;0,22;0,09;469,00;0,41;2011,00
BOVESPA:JFEN3;João Fortes Engenharia S.A. (BOVESPA:JFEN3);92,80;0,00;0,00;69,42;1832,00;874,30;62,90;80,60;928,00;1581,80;10,00;428,27;0,00;0,00;0,00;0,00;0,00;2,17;0,03;0,04;811,00;0,48;2011,00
BOVESPA:MRVE3;MRV Engenharia e Participações S.A. (BOVESPA:MRVE3);10,70;-86,90;-36,10;816,29;9161,00;2677,00;930,50;840,00;5131,90;6603,20;479,60;3670,09;1,00;1,00;0,02;0,11;0,04;1,40;0,10;0,09;1747,00;0,29;2011,00
BOVESPA:PDGR3;PDG Realty S.A. Empreendimentos e Participações (BOVESPA:PDGR3);2950,00;-209,80;-34,00;704,44;17253,00;6671,90;1629,90;1060,40;6629,40;11567,50;2,20;6436,89;1,00;1,00;0,03;0,30;0,05;1,03;0,09;0,04;5042,00;0,39;2011,00
BOVESPA:RDNI3;RNI Negócios Imobiliários S.A. (BOVESPA:RDNI3);11,13;-17,00;-6,00;57,89;2378,00;1095,70;315,90;127,60;535,50;1199,40;48,10;819,30;1,00;1,00;0,03;0,29;0,10;0,65;0,13;0,02;780,00;0,46;2011,00
BOVESPA:RSID3;Rossi Residencial S.A. (BOVESPA:RSID3);200,00;-83,10;-12,60;78,68;7134,00;3686,50;663,80;182,20;2114,00;3951,40;10,60;1984,70;1,00;1,00;0,04;1,06;0,16;1,07;0,09;0,01;3023,00;0,52;2011,00
BOVESPA:TCSA3;Tecnisa S.A. (BOVESPA:TCSA3);100,50;-47,50;-34,20;162,24;3656,00;1278,80;377,00;137,00;1864,90;2970,00;18,60;1636,20;1,00;1,00;0,03;0,29;0,21;1,14;0,10;0,04;902,00;0,35;2011,00
BOVESPA:TEND3;Construtora Tenda S.A. (BOVESPA:TEND3);2,49;-29,00;0,00;-659,73;3489,00;734,50;57,40;-560,90;268,40;802,60;108,00;2083,28;1,00;0,00;0,11;0,00;0,00;0,13;0,02;-0,19;677,00;0,21;2011,00
BOVESPA:TRIS3;Trisul S.A. (BOVESPA:TRIS3);1,43;-9,30;0,00;-38,54;1835,00;1069,60;149,60;28,60;233,10;1085,10;163,60;563,18;1,00;0,00;0,04;0,00;0,00;0,41;0,08;-0,02;920,00;0,58;2011,00
BOVESPA:VIVR3;Viver Incorporadora e Construtora S.A. (BOVESPA:VIVR3);2000,00;0,00;0,00;-114,93;3075,00;1432,20;136,70;-60,70;570,60;1740,60;0,30;1027,56;0,00;0,00;0,00;0,00;0,00;0,56;0,04;-0,04;1295,00;0,47;2011,00
BOVESPA:CTNM4;Companhia de Tecidos Norte de Minas (BOVESPA:CTNM4);14,68;-3,50;0,00;-374,73;3371,00;1048,10;230,00;187,80;425,10;1680,50;29,10;1708,29;1,00;0,00;0,01;0,00;0,00;0,25;0,07;-0,11;818,00;0,31;2011,00
BOVESPA:DOHL4;Döhler S.A. (BOVESPA:DOHL4);2,17;-5,20;0,00;24,14;521,00;19,10;56,70;30,40;267,80;228,90;75,60;401,40;1,00;0,00;0,02;0,22;0,00;0,67;0,11;0,05;-38,00;0,04;2011,00
BOVESPA:CTKA4;Karsten S.A. (BOVESPA:CTKA4);39,00;-5,70;0,00;-69,44;353,00;231,80;17,70;-30,20;56,80;271,30;1,40;38,82;1,00;0,00;0,10;0,00;0,00;1,46;0,05;-0,20;214,00;0,66;2011,00
BOVESPA:PTNT4;Pettenati S.A. Industria Têxtil (BOVESPA:PTNT4);1,04;-5,20;0,00;-10,74;313,00;102,90;37,10;8,70;57,30;135,60;48,00;123,68;1,00;0,00;0,09;0,00;0,00;0,46;0,12;-0,03;66,00;0,33;2011,00
BOVESPA:SGPS3;Springs Global Participações S.A. (BOVESPA:SGPS3);12,68;-0,40;0,00;-407,17;2679,00;888,20;146,60;140,30;455,40;1153,20;35,90;1206,50;1,00;0,00;0,00;0,00;0,00;0,38;0,05;-0,15;742,00;0,33;2011,00
BOVESPA:TEKA4;Teka Tecelagem Kuehnrich S.A. (BOVESPA:TEKA4);140,00;0,00;0,00;-194,65;508,00;291,30;3,40;-12,70;54,00;342,10;0,40;-870,46;0,00;0,00;0,00;0,00;0,00;-0,06;0,01;-0,38;288,00;0,57;2011,00
BOVESPA:TXRX4;Têxtil Renauxview S.A. (BOVESPA:TXRX4);3,70;0,00;0,00;-15,12;253,00;146,00;0,80;29,00;16,10;153,20;4,30;-120,53;0,00;0,00;0,00;0,00;0,00;-0,13;0,00;-0,06;145,00;0,58;2011,00
BOVESPA:ALPA4;Alpargatas S.A. (BOVESPA:ALPA4);7,45;-102,20;-24,30;309,07;2408,00;314,20;222,20;362,80;4292,50;4278,30;579,60;1489,86;1,00;1,00;0,02;0,33;0,08;2,88;0,09;0,13;92,00;0,13;2011,00
BOVESPA:GRND3;Grendene S.A. (BOVESPA:GRND3);2,56;-183,40;-11,00;305,45;2046,00;110,70;61,50;216,20;2312,50;1370,60;902,20;1800,95;1,00;1,00;0,08;0,60;0,04;1,28;0,03;0,15;49,00;0,05;2011,00
BOVESPA:VULC3;Vulcabras S.A. (BOVESPA:VULC3);7,76;-29,00;0,00;-315,99;1558,00;1070,80;18,20;-137,50;543,20;1436,90;70,00;213,03;1,00;0,00;0,05;0,00;0,00;2,55;0,01;-0,20;1053,00;0,69;2011,00
BOVESPA:MNDL3;Mundial S.A. - Produtos de Consumo (BOVESPA:MNDL3);51,60;0,00;0,00;-39,95;843,00;204,20;1,80;24,10;113,60;309,00;129,70;39,67;0,00;0,00;0,00;0,00;0,00;2,86;0,00;-0,05;202,00;0,24;2011,00
BOVESPA:TECN3;Technos S.A. (BOVESPA:TECN3);15,80;-16,20;0,00;88,96;460,00;0,00;60,90;90,40;1203,60;1137,50;76,20;366,81;1,00;0,00;0,01;0,18;0,00;3,28;0,13;0,19;-61,00;0,00;2011,00
BOVESPA:HETA4;Hércules S.A - Fábrica de Talheres (BOVESPA:HETA4);11,40;0,00;0,00;-38,32;7,00;313,50;0,00;0,00;10,50;314,00;0,50;-347,20;0,00;0,00;0,00;0,00;0,00;-0,03;0,00;-5,67;314,00;46,41;2011,00
BOVESPA:MYPK3;Iochpe-Maxion S.A. (BOVESPA:MYPK3);24,24;-65,30;-5,30;223,44;2058,00;614,30;263,30;411,50;2295,60;2825,40;94,70;918,62;1,00;1,00;0,03;0,29;0,02;2,50;0,13;0,11;351,00;0,30;2011,00
BOVESPA:LEVE3;MAHLE Metal Leve S.A. (BOVESPA:LEVE3);14,17;-182,50;0,00;185,37;2563,00;729,40;343,00;381,90;1817,70;2011,10;128,30;1339,52;1,00;0,00;0,10;0,98;0,00;1,36;0,13;0,07;386,00;0,29;2011,00
BOVESPA:PLAS3;Plascar Participações Industriais S.A. (BOVESPA:PLAS3);94,00;0,00;0,00;11,55;955,00;504,50;2,80;98,80;312,90;757,60;3,30;263,44;0,00;0,00;0,00;0,00;0,00;1,19;0,00;0,01;502,00;0,53;2011,00
BOVESPA:HOOT4;Hotéis Othon S.A. (BOVESPA:HOOT4);5,90;0,00;0,00;-51,00;520,00;15,30;2,50;-27,10;108,40;116,00;18,40;-133,47;0,00;0,00;0,00;0,00;0,00;-0,81;0,00;-0,10;13,00;0,03;2011,00
BOVESPA:MEAL3;International Meal Company Alimentação S.A. (BOVESPA:MEAL3);12,99;0,00;-1,30;1,88;1308,00;242,50;138,10;96,40;1087,00;1294,70;83,70;821,35;0,00;1,00;0,00;0,00;0,69;1,32;0,11;0,00;104,00;0,19;2011,00
BOVESPA:BMKS3;Bicicletas Monark S.A. (BOVESPA:BMKS3);330,00;-165,40;0,00;24,01;252,00;0,00;182,30;2,00;150,10;-51,60;0,50;207,58;1,00;0,00;1,10;6,89;0,00;0,72;0,72;0,10;-182,00;0,00;2011,00
BOVESPA:ESTR4;Manufatura de Brinquedos Estrela S.A. (BOVESPA:ESTR4);11,80;0,00;0,00;-48,52;150,00;50,80;8,60;6,20;71,00;116,80;0,80;-191,93;0,00;0,00;0,00;0,00;0,00;-0,37;0,06;-0,32;42,00;0,34;2011,00
BOVESPA:SHOW3;T4F Entretenimento S.A. (BOVESPA:SHOW3);11,45;-28,30;0,00;61,07;674,00;135,70;263,30;100,30;793,40;655,10;69,30;338,03;1,00;0,00;0,04;0,46;0,00;2,35;0,39;0,09;-128,00;0,20;2011,00
BOVESPA:BAHI3;Bahema Educação S.A. (BOVESPA:BAHI3);16,20;0,00;0,00;-2,77;67,00;0,00;0,00;-4,00;48,60;-4,00;3,00;56,84;0,00;0,00;0,00;0,00;0,00;0,85;0,00;-0,04;0,00;0,00;2011,00
BOVESPA:YDUQ3;Yduqs Participações S.A. (BOVESPA:YDUQ3);6,00;-38,30;-6,10;70,16;1069,00;254,40;21,90;125,90;1475,50;1472,10;246,10;618,94;1,00;1,00;0,03;0,55;0,09;2,38;0,02;0,07;233,00;0,24;2011,00
BOVESPA:RENT3;Localiza Rent a Car S.A. (BOVESPA:RENT3);7,37;-23,30;0,00;291,64;4010,00;2074,40;711,00;821,30;5056,60;6441,80;686,00;1120,58;1,00;0,00;0,00;0,08;0,00;4,51;0,18;0,07;1363,00;0,52;2011,00
BOVESPA:ARZZ3;Arezzo Indústria e Comércio S.A. (BOVESPA:ARZZ3);23,20;-28,00;0,00;91,61;511,00;39,60;15,50;117,70;2054,20;1911,10;88,50;384,05;1,00;0,00;0,01;0,31;0,00;5,35;0,03;0,18;24,00;0,08;2011,00
BOVESPA:CGRA4;Grazziotin S.A. (BOVESPA:CGRA4);13,67;-20,10;0,00;35,58;426,00;0,00;5,50;33,90;297,90;241,20;21,70;291,70;1,00;0,00;0,07;0,57;0,00;1,02;0,01;0,08;-6,00;0,00;2011,00
BOVESPA:GUAR3;Guararapes Confecções S.A. (BOVESPA:GUAR3);10,38;-30,00;0,00;363,85;3693,00;619,70;110,70;603,10;20810,40;21157,70;499,20;2238,35;1,00;0,00;0,00;0,08;0,00;9,30;0,03;0,10;509,00;0,17;2011,00
BOVESPA:LLIS3;Restoque Comércio e Confecções de Roupas S.A. (BOVESPA:LLIS3);63,70;0,00;0,00;37,66;543,00;205,80;72,90;108,30;1532,60;1640,70;24,10;197,02;0,00;0,00;0,00;0,00;0,00;7,78;0,13;0,07;133,00;0,38;2011,00
BOVESPA:AMAR3;Marisa Lojas S.A. (BOVESPA:AMAR3);15,55;-126,00;0,00;177,49;2433,00;984,50;28,40;410,50;3155,80;3511,10;203,00;857,77;1,00;0,00;0,04;0,71;0,00;3,68;0,01;0,07;956,00;0,41;2011,00
BOVESPA:LREN3;Lojas Renner S.A. (BOVESPA:LREN3);7,27;-231,60;0,00;336,91;2984,00;849,10;578,30;570,90;5945,80;6189,70;817,40;1155,00;1,00;0,00;0,04;0,69;0,00;5,15;0,19;0,11;271,00;0,29;2011,00
BOVESPA:MGLU3;Magazine Luiza S.A. (BOVESPA:MGLU3);0,30;0,00;0,00;11,67;4877,00;711,30;173,10;294,50;1779,20;2199,70;5967,80;620,95;0,00;0,00;0,00;0,00;0,00;2,87;0,04;0,00;538,00;0,15;2011,00
BOVESPA:VIIA3;Via S.A. (BOVESPA:VIIA3);3,88;0,00;0,00;90,47;11675,00;4360,90;1425,80;837,20;5001,70;8364,40;1290,80;2675,52;0,00;0,00;0,00;0,00;0,00;1,87;0,12;0,01;2935,00;0,37;2011,00
BOVESPA:AMER3;Americanas S.A. (BOVESPA:AMER3);9,00;-6,20;0,00;-89,17;4030,00;2110,90;15,30;256,90;1408,80;2589,90;156,50;1138,85;1,00;0,00;0,00;0,00;0,00;1,24;0,00;-0,02;2096,00;0,52;2011,00
BOVESPA:SLED4;Saraiva Livreiros S.A. - em Recuperação Judicial (BOVESPA:SLED4);731,50;-19,50;-3,60;64,92;1294,00;375,70;101,60;170,00;607,10;913,70;0,80;466,21;1,00;1,00;0,03;0,30;0,06;1,30;0,08;0,05;274,00;0,29;2011,00
BOVESPA:BIOM3;Biomm S.A. (BOVESPA:BIOM3);3,49;0,00;0,00;-4,68;13,00;16,90;2,70;-3,90;41,30;46,80;17,30;-8,76;0,00;0,00;0,00;0,00;0,00;-4,72;0,21;-0,37;14,00;1,35;2011,00
BOVESPA:DASA3;Diagnósticos da América S.A. (BOVESPA:DASA3);15,50;-26,70;-11,60;145,26;4240,00;1109,20;249,90;500,30;4815,00;5563,20;310,60;2542,02;1,00;1,00;0,01;0,18;0,08;1,89;0,06;0,03;859,00;0,26;2011,00
BOVESPA:FLRY3;Fleury S.A. (BOVESPA:FLRY3);10,70;-26,70;0,00;100,65;2842,00;589,50;486,00;200,80;3342,80;3406,70;312,40;1631,88;1,00;0,00;0,01;0,27;0,00;2,05;0,17;0,04;103,00;0,21;2011,00
BOVESPA:ODPV3;Odontoprev S.A. (BOVESPA:ODPV3);8,06;-85,80;-37,30;145,67;1031,00;0,00;8,10;212,40;4710,80;4705,30;584,40;764,04;1,00;1,00;0,02;0,59;0,26;6,17;0,01;0,14;-8,00;0,00;2011,00
BOVESPA:QUAL3;Qualicorp Consultoria e Corretora de Seguros S.A. (BOVESPA:QUAL3);16,75;0,00;0,00;-33,67;2855,00;371,20;369,70;145,00;4356,40;4405,10;260,10;1938,12;0,00;0,00;0,00;0,00;0,00;2,25;0,13;-0,01;2,00;0,13;2011,00
BOVESPA:BALM4;Baumer S.A. (BOVESPA:BALM4);40,50;-2,10;0,00;8,17;88,00;10,40;7,30;12,00;396,90;406,50;9,80;53,58;1,00;0,00;0,01;0,26;0,00;7,41;0,08;0,09;3,00;0,12;2011,00
BOVESPA:PNVL3;Dimed S.A. Distribuidora de Medicamentos (BOVESPA:PNVL3);3,66;-9,50;-0,60;37,42;442,00;21,70;36,30;61,90;495,60;484,80;137,20;199,24;1,00;1,00;0,02;0,25;0,02;2,49;0,08;0,09;-15,00;0,05;2011,00
BOVESPA:HYPE3;Hypera S.A. (BOVESPA:HYPE3);8,50;-87,70;-22,70;-54,65;13325,00;5342,50;2596,30;589,90;5317,70;8580,40;625,60;6645,93;1,00;1,00;0,02;0,00;-0,42;0,80;0,19;0,00;2746,00;0,40;2011,00
BOVESPA:PFRM3;Profarma Distribuidora de Produtos Farmacêuticos S.A. (BOVESPA:PFRM3);10,75;-4,40;-0,90;27,19;1233,00;142,70;22,90;69,20;357,00;476,80;33,20;541,47;1,00;1,00;0,01;0,16;0,03;0,66;0,02;0,02;120,00;0,12;2011,00
BOVESPA:RADL3;Raia Drogasil S.A. (BOVESPA:RADL3);2,59;-40,90;0,00;68,70;3168,00;162,30;340,00;165,60;4285,10;4193,60;1651,90;2201,17;1,00;0,00;0,01;0,59;0,00;1,95;0,11;0,02;-178,00;0,05;2011,00
BOVESPA:POSI3;Positivo Tecnologia S.A. (BOVESPA:POSI3);5,78;-22,30;0,00;-67,91;1529,00;404,70;152,60;-32,60;497,70;608,20;86,10;619,17;1,00;1,00;0,04;0,00;0,00;0,80;0,10;-0,04;252,00;0,27;2011,00
BOVESPA:PDTC3;Padtec Holding S.A. (BOVESPA:PDTC3);26,30;0,00;0,00;-22,23;792,00;236,80;55,00;11,10;305,00;493,30;11,60;116,26;0,00;0,00;0,00;0,00;0,00;2,62;0,07;-0,03;182,00;0,30;2011,00
BOVESPA:TOTS3;TOTVS S.A. (BOVESPA:TOTS3);11,09;-85,20;0,00;169,38;1338,00;333,70;287,10;308,70;5303,90;5409,60;478,40;749,87;1,00;0,00;0,02;0,50;0,00;7,07;0,21;0,13;47,00;0,25;2011,00
BOVESPA:OIBR4;Oi S.A. (BOVESPA:OIBR4);108,80;-462,20;0,00;1005,75;31664,00;8105,20;6004,50;3188,60;6581,70;7597,50;59,00;10589,17;1,00;0,00;0,07;0,46;0,00;0,62;0,19;0,03;2101,00;0,26;2011,00
BOVESPA:TELB4;Telecomunicações Brasileiras S.A. - Telebras (BOVESPA:TELB4);175,00;0,00;0,00;-47,91;899,00;0,00;635,30;-38,90;3737,90;3228,00;11,00;-78,00;0,00;0,00;0,00;0,00;0,00;-47,92;0,71;-0,05;-635,00;0,00;2011,00
BOVESPA:VIVT3;Telefônica Brasil S.A. (BOVESPA:VIVT3);47,79;-5387,60;-61,60;4362,20;65490,00;6246,60;2940,30;10235,10;56780,50;58702,10;1124,20;43330,79;1,00;1,00;0,09;1,24;0,01;1,31;0,04;0,07;3306,00;0,10;2011,00
BOVESPA:TIMS3;TIM S.A. (BOVESPA:TIMS3);9,24;-486,40;-3,40;1277,85;23533,00;3660,60;3262,90;4663,60;22331,60;23731,40;2416,80;12953,35;1,00;1,00;0,02;0,38;0,00;1,72;0,14;0,05;398,00;0,16;2011,00
BOVESPA:AFLT3;Afluente Transmissão de Energia Elétrica S.A. (BOVESPA:AFLT3);3,50;-15,70;0,00;21,16;92,00;4,20;34,70;20,40;220,80;190,70;63,10;81,26;1,00;0,00;0,07;0,74;0,00;2,72;0,38;0,23;-30,00;0,05;2011,00
BOVESPA:CBEE3;Ampla Energia e Serviços S.A. (BOVESPA:CBEE3);74,80;-51,30;0,00;210,35;4659,00;1411,60;59,50;737,10;7335,10;8622,20;98,10;1635,74;1,00;0,00;0,01;0,24;0,00;4,48;0,01;0,05;1352,00;0,30;2011,00
BOVESPA:CEBR3;Companhia Energética de Brasília - CEB (BOVESPA:CEBR3);4,00;-15,50;0,00;46,13;2170,00;425,50;66,70;107,60;187,60;798,90;46,90;746,03;1,00;0,00;0,08;0,34;0,00;0,25;0,03;0,02;359,00;0,20;2011,00
BOVESPA:CEED3;Companhia Estadual de Distribuição de Energia Elétrica (BOVESPA:CEED3);100,00;0,00;0,00;-202,89;3829,00;497,80;54,10;-29,30;968,10;1438,10;9,70;1092,11;0,00;0,00;0,00;0,00;0,00;0,89;0,01;-0,05;444,00;0,13;2011,00
BOVESPA:EEEL3;Companhia Estadual de Geração e Transmissão de Energia Elétrica - CEEE-GT (BOVESPA:EEEL3);104,00;0,00;0,00;88,17;3762,00;313,30;16,90;-119,50;1007,10;1342,80;9,70;2063,30;0,00;0,00;0,00;0,00;0,00;0,49;0,00;0,02;296,00;0,08;2011,00
BOVESPA:CLSC4;Centrais Elétricas de Santa Catarina S.A. (BOVESPA:CLSC4);36,23;-58,40;0,00;323,89;5365,00;371,10;442,50;598,10;2106,40;2022,40;38,60;2174,53;1,00;0,00;0,03;0,18;0,00;0,97;0,08;0,06;-71,00;0,07;2011,00
BOVESPA:GPAR3;Companhia CELG de Participações S/A (BOVESPA:GPAR3);14,00;0,00;0,00;-662,29;4919,00;677,50;46,10;4,70;458,80;1315,30;32,80;-1259,50;0,00;0,00;0,00;0,00;0,00;-0,36;0,01;-0,14;631,00;0,14;2011,00
BOVESPA:CEPE5;Companhia Energética de Pernambuco - CELPE (BOVESPA:CEPE5);47,50;-233,80;0,00;283,42;3913,00;1379,20;236,80;572,30;3544,10;4771,90;74,60;1607,29;1,00;0,00;0,07;0,83;0,00;2,20;0,06;0,07;1142,00;0,35;2011,00
BOVESPA:CMIG4;Companhia Energética de Minas Gerais (BOVESPA:CMIG4);11,95;-1185,60;0,00;2415,45;37009,00;15779,10;2862,50;5123,80;20913,70;31040,30;1703,60;11744,95;1,00;0,00;0,06;0,49;0,00;1,78;0,08;0,07;12917,00;0,43;2011,00
BOVESPA:CEEB3;Companhia de Eletricidade do Estado da Bahia - COELBA (BOVESPA:CEEB3);48,00;-855,40;0,00;750,49;6002,00;2663,00;180,80;1286,90;9032,50;11376,40;188,20;2297,94;1,00;0,00;0,09;1,14;0,00;3,93;0,03;0,13;2482,00;0,44;2011,00
BOVESPA:COCE5;Companhia Energética do Ceará - Coelce (BOVESPA:COCE5);34,45;-332,60;0,00;471,18;3353,00;1095,40;91,50;761,40;2682,10;3248,50;77,90;1471,02;1,00;0,00;0,12;0,71;0,00;1,82;0,03;0,14;1004,00;0,33;2011,00
BOVESPA:CPLE6;Companhia Paranaense de Energia - COPEL (BOVESPA:CPLE6);3,89;-401,10;0,00;1176,85;18837,00;2174,50;1048,40;1855,90;9792,50;10174,90;2736,60;12078,49;1,00;0,00;0,04;0,34;0,00;0,81;0,06;0,06;1126,00;0,12;2011,00
BOVESPA:CSRN3;Companhia Energética do Rio Grande do Norte - COSERN (BOVESPA:CSRN3);14,00;-187,10;0,00;232,13;1597,00;606,10;154,60;322,50;2376,70;2888,60;168,10;769,75;1,00;0,00;0,08;0,81;0,00;3,09;0,10;0,15;452,00;0,38;2011,00
BOVESPA:CPFE3;CPFL Energia S.A. (BOVESPA:CPFE3);24,60;-1240,60;0,00;1544,52;25169,00;11574,10;2663,40;3308,60;25038,60;35086,90;1017,90;8658,47;1,00;0,00;0,05;0,80;0,00;2,89;0,11;0,06;8911,00;0,46;2011,00
BOVESPA:EKTR4;Elektro Redes S.A. (BOVESPA:EKTR4);25,00;-477,00;0,00;492,44;3419,00;1237,70;285,50;940,00;4389,20;5278,60;193,80;1368,64;1,00;0,00;0,11;0,97;0,00;3,21;0,08;0,14;952,00;0,36;2011,00
BOVESPA:ELET6;Centrais Elétricas Brasileiras S.A. - Eletrobrás (BOVESPA:ELET6);26,85;-4062,80;0,00;3762,02;164082,00;45578,00;4959,80;7468,40;26526,60;54192,60;1352,60;77202,32;1,00;0,00;0,15;1,08;0,00;0,34;0,03;0,02;40618,00;0,28;2011,00
BOVESPA:LIPR3;Eletrobras Participações S.A. - Eletropar (BOVESPA:LIPR3);48,82;-16,50;0,00;23,66;243,00;0,00;71,70;-1,90;574,40;504,00;11,80;202,05;1,00;0,00;0,03;0,70;0,00;2,84;0,29;0,10;-72,00;0,00;2011,00
BOVESPA:EMAE4;Empresa Metropolitana de Águas e Energia S.A. (BOVESPA:EMAE4);6,87;-3,10;0,00;-40,82;1132,00;8,50;81,90;-68,50;253,80;263,40;36,90;771,89;1,00;0,00;0,01;0,00;0,00;0,33;0,07;-0,04;-73,00;0,01;2011,00
BOVESPA:ENBR3;EDP - Energias do Brasil S.A. (BOVESPA:ENBR3);13,83;-489,00;0,00;691,72;13616,00;3613,60;895,90;1516,40;6578,80;10859,80;475,60;6547,64;1,00;0,00;0,07;0,71;0,00;1,00;0,07;0,05;2718,00;0,27;2011,00
BOVESPA:ENGI3;Energisa S.A. (BOVESPA:ENGI3);2,25;-95,50;0,00;212,05;4258,00;2300,80;355,00;547,20;2498,20;3687,00;1078,00;1304,28;1,00;0,00;0,04;0,45;0,00;1,92;0,08;0,05;1946,00;0,54;2011,00
BOVESPA:ENMT4;Energisa Mato Grosso - Distribuidora de Energia S/A (BOVESPA:ENMT4);5,10;0,00;0,00;146,88;3551,00;1298,70;158,90;536,50;679,60;1859,60;118,90;1268,65;1,00;0,00;0,00;0,00;0,00;0,54;0,04;0,04;1140,00;0,37;2011,00
BOVESPA:ENEV3;Eneva S.A. (BOVESPA:ENEV3);387,50;0,00;0,00;-401,86;7954,00;5837,40;1442,40;-263,40;6357,50;10006,80;16,40;1370,08;0,00;0,00;0,00;0,00;0,00;4,64;0,18;-0,05;4395,00;0,73;2011,00
BOVESPA:EGIE3;Engie Brasil Energia S.A. (BOVESPA:EGIE3);23,97;-1002,40;0,00;1448,11;12029,00;3649,20;781,80;2900,90;19556,20;22191,70;815,90;5450,26;1,00;0,00;0,05;0,69;0,00;3,59;0,06;0,12;2867,00;0,30;2011,00
BOVESPA:EQPA3;Equatorial Pará Distribuidora de Energia S.A. (BOVESPA:EQPA3);9,00;-4,80;0,00;-391,16;4358,00;2043,50;208,80;252,20;577,80;2400,70;63,90;500,50;1,00;0,00;0,01;0,00;0,00;1,15;0,05;-0,09;1835,00;0,47;2011,00
BOVESPA:EQTL3;Equatorial Energia S.A. (BOVESPA:EQTL3);2,53;-266,40;0,00;246,17;3301,00;1364,40;237,50;451,70;1383,90;2784,80;546,10;1258,54;1,00;0,00;0,19;1,08;0,00;1,10;0,07;0,08;1127,00;0,41;2011,00
BOVESPA:GEPA3;Rio Paranapanema Energia S.A. (BOVESPA:GEPA3);43,16;-285,50;-360,00;281,26;4410,00;811,30;210,40;707,60;4581,90;5139,80;94,40;2825,27;1,00;1,00;0,06;1,01;1,28;1,62;0,05;0,06;601,00;0,18;2011,00
BOVESPA:LIGT3;Light S.A. (BOVESPA:LIGT3);28,80;-469,30;0,00;341,98;10656,00;3877,60;652,50;1227,90;5873,30;9040,80;203,90;3171,83;1,00;0,00;0,08;1,37;0,00;1,85;0,06;0,03;3225,00;0,36;2011,00
BOVESPA:REDE3;Rede Energia Participações S.A. (BOVESPA:REDE3);4,00;-14,20;0,00;-730,98;12936,00;6726,10;686,10;1164,00;1838,90;9275,30;426,60;1888,65;1,00;0,00;0,01;0,00;0,00;0,97;0,05;-0,06;6040,00;0,52;2011,00
BOVESPA:TAEE11;Transmissora Aliança de Energia Elétrica S.A. (BOVESPA:TAEE11);12,40;-767,70;0,00;495,40;6192,00;3324,00;495,40;850,20;3267,40;4347,00;263,50;2252,47;1,00;0,00;0,23;1,55;0,00;1,45;0,08;0,08;2829,00;0,54;2011,00
BOVESPA:TRPL4;CTEEP - Companhia de Transmissão de Energia Elétrica Paulista S.A. (BOVESPA:TRPL4);14,50;-915,20;0,00;915,26;8409,00;2798,60;203,90;1451,30;8595,60;10762,20;610,60;4539,43;1,00;0,00;0,11;1,00;0,00;1,89;0,02;0,11;2595,00;0,33;2011,00
BOVESPA:CASN3;Companhia Catarinense de Águas e Saneamento - CASAN (BOVESPA:CASN3);4,00;-2,40;0,00;7,90;2289,00;348,40;9,20;122,00;3042,70;3295,50;715,10;1277,90;1,00;0,00;0,00;0,31;0,00;2,38;0,00;0,00;339,00;0,15;2011,00
BOVESPA:CSMG3;Companhia de Saneamento de Minas Gerais (BOVESPA:CSMG3);11,13;-177,40;0,00;464,51;8271,00;2810,00;242,40;1051,50;3838,70;5964,10;344,80;4533,10;1,00;0,00;0,05;0,38;0,00;0,85;0,03;0,06;2568,00;0,34;2011,00
BOVESPA:SBSP3;Companhia de Saneamento Básico do Estado de São Paulo - SABESP (BOVESPA:SBSP3);17,34;-422,90;0,00;1223,42;25215,00;8596,30;2150,00;3298,10;11854,30;18264,30;683,50;10545,90;1,00;0,00;0,04;0,35;0,00;1,12;0,09;0,05;6446,00;0,34;2011,00
BOVESPA:SAPR4;Companhia de Saneamento do Paraná - SANEPAR (BOVESPA:SAPR4);1,54;-34,90;0,00;284,28;5564,00;1612,50;140,30;704,10;1917,20;2877,70;1242,20;2310,40;1,00;0,00;0,02;0,12;0,00;0,83;0,03;0,05;1472,00;0,29;2011,00
BOVESPA:CEGR3;Companhia Distribuidora de Gás do Rio de Janeiro - CEG (BOVESPA:CEGR3);8,00;-78,50;0,00;251,67;1928,00;496,10;48,80;481,20;2077,10;2581,20;259,60;867,92;1,00;0,00;0,04;0,31;0,00;2,39;0,03;0,13;447,00;0,26;2011,00
